,0
8000154,6
8097938,18
8099611,6
8061602,3
8055159,6
8070684,27
20021484,27
10001125,39
101089,6
8057464,48
8083831,25
8060549,33
8094920,33
8035473,24
8104831,39
8050078,43
8000278,35
20009335,11
8018024,33
20007988,12
11000363,1
8033872,7
8000283,12
11306246,25
8066936,17
8049690,6
2105589,22
11307672,33
100603,18
11307559,17
8056102,6
8079800,20
107342,9
11120380,3
8057848,6
8002968,6
8046976,6
8067235,19
104798,44
8048388,9
8083650,10
8063565,6
11308363,35
8067248,43
11301969,9
8090458,47
7002227,29
8117732,28
8073899,12
102182,20
8001416,23
8082126,5
8000217,6
9001365,11
8035258,10
8052104,1
8088340,36
8103688,23
8112887,6
8053811,39
8003149,7
8019558,17
2103548,12
8003175,10
8013833,41
104525,6
7000875,6
8070359,32
20008786,38
8003762,21
8054047,25
8020567,6
8110240,6
8089613,28
106311,27
102606,23
8009674,9
10424,18
8001104,6
8079871,9
7002621,6
8068579,34
8048830,6
8006535,17
8081929,20
8112827,6
10005355,12
8105175,10
8092162,46
8032916,12
8001020,18
8116253,27
8052885,12
8006179,32
8089528,5
105511,12
8087833,14
8087263,17
8074300,12
8087910,46
8058133,36
20021791,44
8017009,6
8049420,1
8017297,15
8098938,6
11304714,6
8051287,9
10006582,8
8103099,6
20009354,23
2105848,3
11309473,10
1111546,10
8105403,8
103640,33
8106039,9
2101165,27
8016133,30
8104899,12
8049476,41
8005482,18
7003282,12
8066220,6
8103433,6
2105036,12
8065419,6
10002362,25
20001114,20
20008265,38
8098120,13
10002375,6
8073320,6
8106845,12
11309224,6
8040596,12
7001046,6
8036098,10
11301888,6
8087805,36
8008956,20
8036389,38
8072228,44
2105777,22
13000575,6
8108993,6
8031134,44
10005520,6
20006180,9
11120122,3
10000516,16
11120190,13
8006628,11
2106035,1
10002641,12
8031376,7
8100190,1
20008724,9
11305761,36
105151,9
8115972,23
100765,22
8005603,32
8098306,6
8056855,6
8088847,6
8031503,21
10082,6
8099933,36
8078565,22
8035469,21
8107121,6
8082380,6
11304417,6
8038452,32
8002452,6
8065579,6
8041298,20
8045944,6
100084,6
8103218,22
8091304,13
8064662,22
8106754,20
8058957,6
8094926,47
8016451,6
20005407,9
10005139,22
8073406,28
8019440,38
11305434,6
8032364,6
8038855,35
8080618,6
8070106,1
8022754,12
8086083,39
11306153,6
101813,12
8116746,6
8032011,11
8106994,27
7001375,36
8105938,6
8104655,33
8104955,35
20007692,6
8078412,6
8038771,30
2102330,24
8047325,6
8001086,46
8021636,6
11302786,13
8039902,30
8092179,6
8034985,6
10006360,11
101317,14
8067286,23
8085520,13
11306376,21
8109307,45
10004383,24
8053499,27
8075991,43
8048460,18
7000058,24
8096873,33
8015154,17
20005838,36
11302170,6
8068633,13
8045018,6
8015072,33
3001212,6
8075229,11
10000071,28
8007920,6
20010779,6
8095821,24
8085119,25
100591,38
8108388,10
1111889,30
8010710,6
7001160,2
2104818,45
11120835,6
8038374,44
11303271,1
8104132,6
8077450,16
8049248,33
8056277,11
11307617,0
10004125,36
8060392,6
11303267,6
10925,47
20001048,17
10002581,47
20005727,12
8043088,17
8079950,6
8002961,25
2103748,35
8116191,1
8087047,45
11308101,9
8056459,29
10006086,36
8098515,6
8001790,22
8057418,24
8078469,20
8076118,9
8111012,26
10551,27
10002862,11
8069067,40
8066112,10
10001607,46
20001295,6
8058384,9
20009841,6
8037146,6
8108968,12
8094778,6
8047502,6
8099538,12
2103865,24
8049952,12
8030043,6
8107709,6
8099724,6
8116098,13
8061745,9
2104877,38
8017285,9
8078373,6
7002479,24
8047210,11
102927,6
8065318,10
8064224,22
8014083,6
8091700,6
8096259,20
10006878,12
7001119,14
8003859,0
101605,32
8037272,6
8009149,17
8097303,19
8064416,6
8110889,6
8064669,30
8016395,6
8001205,44
8058047,23
11306958,17
104240,12
13000639,29
8094029,6
100856,20
8007094,48
8101728,25
101735,26
9001277,10
8096594,11
8045704,28
11368,6
8020431,22
8050080,24
8047273,6
8099401,43
8032937,6
8067558,12
8115416,6
8015808,12
7000698,6
8032407,17
8065234,25
7002432,6
7001919,6
8003895,1
10001248,9
8048843,17
8000873,6
100183,44
8115783,6
20020111,9
8083927,6
102145,12
20008974,28
8018324,6
10001370,12
8101939,3
8070103,4
8005059,4
8034118,5
8039768,17
9000876,46
8003157,6
8001761,32
8021782,40
9000476,12
8086068,46
7002447,6
7001382,36
8098621,9
103886,11
8000765,22
2104711,6
8096583,41
8090823,29
8035355,18
8065424,23
8045140,12
8066749,6
9001346,17
20021722,23
8095070,6
8007329,9
8106059,6
8011692,10
8088204,6
8030092,32
11120086,6
20009228,1
8073011,35
2102352,6
7002228,17
8063785,9
8018372,6
8043515,6
8002313,32
8070156,33
8003984,3
1111711,17
106531,40
8079672,39
8050252,6
8093383,6
8012685,3
8085385,18
8005556,7
11072,44
8034131,22
8047820,12
8073431,9
11309001,13
8084389,6
8056079,34
8107335,6
8004047,30
8096800,6
8001845,9
10004284,27
8089203,12
11307303,8
8076861,23
7003198,44
10005279,12
105795,24
11305104,5
8071683,28
8085701,19
8019652,46
11307747,20
8091835,28
8079620,22
11301087,17
8099150,47
8056066,6
8065498,41
8040681,21
20000164,14
8086772,6
8022997,24
8083011,18
8054471,6
8022217,23
2104571,10
105542,38
8063609,25
104587,38
8076980,17
2103611,12
9001408,17
8099086,13
8084519,12
502450034,9
2103671,35
8074851,24
7002580,18
8107314,33
8090662,4
7001233,1
8043702,6
8102633,6
8075935,36
8000045,25
11308503,44
8051648,36
101166,12
8113710,17
8047989,17
2103545,6
8002787,12
8055187,6
11306990,11
8057564,6
2102879,23
8054892,12
8012479,27
8071470,24
8032134,44
8031794,6
8063070,23
8030396,45
2101658,20
8031317,12
20005323,48
20000728,6
8015469,11
8044602,30
8081060,14
11304231,6
8059167,45
11309210,17
8057296,3
8011743,6
8015419,14
8006196,48
8006322,6
20021712,48
8010575,6
8064242,6
8056997,4
8010606,45
8073325,12
8047846,21
8089351,12
11302752,22
11303189,20
8083542,6
106651,6
10459,6
10664,9
8071656,12
8111297,6
8014130,17
8112563,33
12000350,48
8057391,22
8089264,6
8099328,1
8100645,18
8037472,24
101033,24
8056008,17
8057599,17
8064154,6
8011111,30
8077849,6
8085224,43
20006051,32
8112343,18
8038616,17
8092829,1
20005433,12
8091823,6
8005253,17
8113486,44
8010685,35
105333,12
11300694,6
8065964,24
8033624,16
8033319,12
8072113,6
8015542,1
8100577,12
8101752,1
12000263,43
8063932,6
20001168,12
8044783,6
11596,38
11300079,37
8103743,6
11304709,6
20000646,11
101348,25
11309273,0
8070467,1
8078135,12
8071147,39
8053402,33
8012828,6
8039569,34
8111507,6
11308912,17
3000474,38
8058369,6
8102111,39
11305154,9
9000376,3
20010580,6
8109089,6
8050111,6
8050363,30
8032445,27
11307226,5
8084298,24
20001332,6
20022480,23
8023001,47
10003375,6
8097934,6
8047573,46
8054547,6
8088015,6
8109353,6
20005857,6
20001403,17
20011465,12
8093706,6
8060018,33
2104270,1
8001989,44
8085355,35
8116089,44
8002897,6
1111900,9
8051805,6
10000863,6
8046765,6
8106918,36
7003603,10
2101850,6
20010330,48
8111087,20
8059915,12
8111314,33
8070349,1
8097398,18
10007280,6
105356,47
11000166,36
102366,12
8035370,22
8031307,46
8043920,32
8080922,12
11000323,12
8038434,48
8110097,30
8010496,6
8063160,6
20022450,12
8117978,6
3001226,38
8035477,44
8067992,6
3002050,6
8097470,13
8051796,6
8070634,6
7000460,6
8000008,6
8017775,21
11301323,28
8009078,47
11305907,0
8114838,20
8000777,12
100203,6
8010426,17
2104488,44
8041316,22
8070798,32
20010392,17
102126,26
8020906,35
8009158,48
8005035,12
8002059,12
8098265,5
8051801,6
8033640,44
9000572,6
8081874,6
8108302,17
8093316,6
8091635,1
8048311,40
8022484,17
20021193,6
10005010,46
8073940,6
8063956,17
12000213,3
8085658,17
8040628,18
8079413,18
8010726,30
8022696,24
8017500,6
20001036,17
8060470,38
8023360,7
102354,45
8083995,30
7001574,12
8070609,17
8110466,45
8003021,20
20009016,12
8102889,6
8010361,20
10004124,12
8040492,39
8013940,12
8096545,20
11195,6
11602,6
8051420,6
8082829,14
11000669,12
8105848,46
8102688,6
11306423,33
8106392,1
502451607,6
8047245,6
8035047,6
8018932,12
20009285,23
8106403,6
9000949,12
101316,10
8073445,12
8110900,6
8002910,11
8115295,13
10000200,6
8109029,17
101555,38
8005763,6
8072188,12
8056568,6
8049974,9
8081927,6
8057346,6
8065706,6
8039418,21
8110916,38
8062758,12
8070281,27
8093973,17
8060424,6
8037350,6
7002193,22
101874,10
8004678,27
8019917,12
8111136,12
8035995,24
8095933,16
8115097,6
8042353,1
8101370,6
10001845,20
20010689,40
8045934,30
100695,38
11000329,44
8037104,12
8030638,44
100432,10
8105854,25
7000791,24
3002036,12
8069906,7
8017082,27
8037247,6
8013490,6
11057,26
7001753,0
8015142,6
8041184,36
8014806,14
8114650,31
1111447,17
9001396,41
8040122,33
20007620,6
8102482,6
8078495,27
8058430,9
8093607,12
20010408,22
9001313,12
8095459,17
20011286,6
11304711,6
8079193,18
8003294,41
11304595,17
8008399,32
20021179,44
8035909,35
8096344,35
8108560,6
8062399,6
8008274,9
8056377,39
8109805,20
8052842,7
8082175,39
100414,23
11000274,14
8080631,18
101906,22
8033011,46
8048215,20
3001031,27
8110239,10
8102638,8
20022430,44
8088365,35
8086315,12
11308967,6
8006038,23
8075821,12
11308290,45
7000706,10
8083596,9
10003601,5
8017416,38
8108739,6
8016798,32
11244,11
8077887,28
13000518,4
8059176,36
8015970,46
8064746,30
8084866,10
8101353,38
8058391,6
8016271,6
10002826,45
8072053,47
8112901,6
8084477,20
8090001,6
8078676,6
8000410,6
8078957,47
8104942,6
8079568,48
11000720,9
8035344,5
8078475,46
8018962,17
8017204,10
8039643,35
8046721,10
8086677,24
8048814,32
1111372,44
8011632,6
8052912,45
8020036,6
8062341,44
11120640,9
8109271,6
20007376,44
8061738,33
8076403,22
8057933,36
1111156,6
8112670,10
8014720,29
8033971,39
8096350,6
8096181,6
8045657,22
8093117,12
8097052,2
8021677,15
105178,12
11300028,6
8095350,1
12000593,13
8010311,12
8116449,27
8039679,6
10003873,2
8087078,12
8010420,6
11000151,31
8104706,6
8086859,8
11308917,17
13000004,1
8013073,6
8043492,9
11309284,12
8094126,16
7002534,9
8014838,24
8055792,6
10003687,24
8001316,47
8114101,12
8097453,39
8071006,6
8078445,35
8088354,6
8004778,9
8087351,6
11305574,46
8112369,17
8061420,17
8071637,19
8021242,11
8079803,34
8092645,18
8073855,38
10956,21
20020302,12
8007918,17
8017679,6
3000622,44
8100521,24
8050327,6
8004832,6
8094372,12
8117692,6
20008298,39
8073467,11
10005551,12
8036278,12
8036682,44
11120326,36
8083780,24
8059490,6
8042061,39
8019360,17
8084576,31
8035646,17
10007201,15
8039885,6
7001863,6
8099237,6
8058209,6
8083104,12
8032848,27
20005207,44
8048527,46
8107856,6
8071964,22
11306645,10
8046269,17
8114739,20
8117031,6
8104046,6
20021303,38
8113457,9
8093826,12
8054638,9
12000535,6
8062993,6
9000706,6
8049916,6
10001165,6
10006504,30
8093910,6
8050957,6
8008653,25
10001196,17
8089450,27
8021189,21
8108112,30
1111778,6
10536,19
11302379,9
7002658,17
8085544,12
8061263,6
8108850,29
8073948,6
8042729,35
20008040,6
11306583,2
8000878,6
11303185,46
8097349,6
102887,38
8010019,48
8063316,12
20022195,12
8095084,12
8014574,12
8096073,34
7003572,28
8070496,34
105163,3
10781,33
8118050,12
10355,9
8045954,6
8019079,20
8090663,6
8038362,44
8053392,41
8034421,6
8001779,6
8047896,6
8056817,6
8060901,16
8056947,6
8038909,22
10004048,0
105327,22
8084727,10
8069848,23
8097305,6
8035509,6
8073956,36
11120245,6
11279,6
8022853,6
10001711,20
8052204,15
8085173,6
20007905,6
8011574,6
20008030,11
8031533,35
8031857,6
8086517,22
2105645,35
8066528,1
8062785,17
8007635,12
8096659,47
11303557,17
8008393,38
8045543,6
11308250,6
8054311,36
8092879,12
8057625,6
107243,6
8041715,6
8088066,46
2104669,6
7001200,22
104758,20
10419,6
8116784,8
11120591,6
20021498,38
8049772,23
8034497,17
100963,23
8012990,6
10761,36
8013207,6
8071891,12
10003831,9
8002003,43
11301694,17
102263,14
8031287,25
8101823,12
3000889,45
8075690,6
10006896,6
8051589,6
20007111,48
8048229,12
8060825,6
8008814,1
8000611,6
7002498,6
8071233,12
502449947,33
8075478,6
8081888,6
20009600,44
9000478,9
104251,10
8055411,20
8049912,22
8078396,3
11305730,12
8100906,6
8059400,17
20006172,11
8086968,19
20022040,6
20000868,12
20005450,12
10003509,34
8087018,12
8023024,35
8097133,25
8085957,1
8000461,44
8059204,23
8019270,45
2101259,25
8079271,10
8036123,3
8115680,8
8006703,6
8091966,12
10007216,6
8097772,8
8116451,43
100482,12
11305640,25
8086393,6
8092855,36
8059494,6
8034202,6
8030968,30
8021309,44
8008926,25
8116440,12
8063321,23
8113111,39
11308578,6
8045200,6
8002347,6
10005931,12
20007864,11
8062104,10
8005564,9
20007403,12
8098417,46
8046246,6
8049705,24
8036088,6
3000730,20
10002765,30
8088410,29
8087946,12
8015838,17
8007303,20
8067695,38
8031948,22
8038984,39
8031551,39
8059978,6
13000045,6
8079202,1
20008312,44
8058372,23
7000239,21
8015145,6
7000214,6
8003929,47
8079325,6
8012060,20
8005526,6
8038482,8
8112288,6
11000054,35
10004162,40
8071427,6
8114257,48
8034277,9
8112110,8
8055167,48
8083936,12
8039003,15
8113007,10
8060694,6
8010400,36
8097606,1
2104972,12
8088078,6
10004413,12
8047419,12
8064882,1
8113061,12
8056841,47
8078313,25
8057863,6
8001924,26
8037715,12
8086618,20
8099666,35
11305877,23
12000508,6
8043390,6
8074625,8
8078628,44
8000595,12
7002683,29
8072328,28
8006065,39
8044933,6
8053790,37
8035690,6
8009112,10
8010461,12
8040184,15
8096870,6
8106260,1
8012817,23
8112494,6
8077211,16
2101614,45
8064304,6
11307998,17
11300303,41
8094956,9
8050097,25
8031518,6
105077,20
11309392,45
8092414,41
8020843,10
8093710,10
2105915,48
8095399,25
8108347,21
10002143,6
100167,46
107498,3
7001756,17
8065764,26
101838,6
11303222,34
8102189,9
8085874,9
8061701,6
8100424,8
100927,10
8116356,22
8109021,6
11305674,6
8114141,6
105125,24
8048632,22
100509,6
8021268,23
11307850,6
8105574,33
8081684,6
8039528,22
8018054,11
8101496,36
8068460,38
8074582,6
8096109,22
10000724,6
8101201,35
8094021,3
11306800,5
10002352,6
8012956,6
8093198,39
10456,23
8047332,12
20001649,6
8004539,40
8087041,6
8107228,17
8110152,14
8112052,12
8099092,20
20011372,6
8075747,31
8076600,38
8011298,6
10973,6
8039501,0
8113444,12
106986,9
8081161,15
8069203,6
11303099,3
8117682,9
8089513,35
8109865,12
8022876,30
11302995,9
10737,6
8004174,33
10005584,44
11309391,29
8031592,36
8099599,12
100285,1
8002856,17
8009270,12
8020012,20
9000601,18
8048810,24
8111181,8
8090040,6
10004018,28
20007558,9
8069770,22
2100296,6
7001889,12
8083873,17
10223,6
8091699,39
10004752,12
8043415,6
8099502,9
11300617,6
8055222,26
8115870,17
8085657,21
8118105,12
8061246,8
8110583,6
104813,22
8042241,6
8100754,46
103233,30
8092628,10
20001505,12
8054002,5
8089315,6
8033575,27
20012294,44
10000155,34
9001348,36
11120243,22
2102107,12
7001392,29
11300562,6
8094841,33
100408,12
8049377,6
8110002,34
8018928,6
8022947,9
8061876,6
7001120,24
8004369,22
8020531,30
8069586,23
104303,38
8088932,0
8085953,7
8060936,17
8037123,5
11305177,0
2102067,12
8034210,6
13000583,0
8080288,6
8036539,12
20008056,6
11302212,39
8051905,43
10001055,45
8005326,25
8092991,32
8096051,22
8004927,6
8079142,9
8016813,19
8058002,6
11305223,6
8092696,6
20005928,9
8041090,25
8049019,36
8073744,9
8031945,6
8019214,6
7002878,6
106129,23
8070379,43
9000445,12
8077655,6
106964,18
8081363,1
11302457,37
20020847,6
8061397,12
8103564,9
8070159,3
8001296,6
8105943,22
8011570,6
100348,22
8043177,5
8007980,6
8044009,6
11309454,31
20000339,44
502450812,0
8063377,10
20010901,10
8004435,6
8039937,12
8062459,12
2105165,18
8050998,6
7001829,6
2103325,18
8015611,33
8023386,6
8079864,1
8057676,29
8109287,19
8097685,21
8049101,41
3000824,6
2100811,45
8107400,25
8082010,22
8018252,6
8092734,9
8080964,6
101440,12
8044273,30
8040965,27
11302060,30
8014101,34
8092607,6
8092858,12
8106852,18
8092034,1
2100489,1
8063397,31
8020682,18
8102292,6
10003033,9
8109446,33
8076764,6
8102386,25
10001510,28
8105539,6
8097451,9
8017326,17
8004404,6
8073080,46
8043135,28
8046233,20
8055229,11
2104138,16
9000757,12
8068619,38
7003398,30
8072574,41
20022035,33
8046520,17
8094258,6
8094087,14
8011547,6
8015552,14
10007085,16
10006296,46
8038854,12
8085832,6
8019911,12
20011439,23
8044959,39
8043664,22
7003856,6
10005905,6
11301403,46
11307975,9
8045301,12
8074903,39
8106019,48
12000138,6
10282,36
8022232,6
10000618,12
8046173,35
8084417,24
8052758,10
20022506,6
8105186,6
8064552,10
8016843,17
8098216,18
8052806,13
8017733,18
7001963,47
11303208,6
8060423,48
20020570,10
8004659,13
8116860,17
11301316,35
8107231,20
8086812,6
8016433,17
8075063,38
10364,39
8065732,24
8078524,28
8097673,39
11120531,18
8011061,33
8116138,24
105386,35
8066184,39
8085867,11
8018552,39
10430,21
8100567,32
11302386,6
8114407,30
11303639,6
8006911,6
8011158,20
20010829,12
20005865,36
2104567,29
8009491,6
8046463,6
104371,9
8022866,2
7002584,34
8055453,39
8008321,6
2101295,30
8085343,22
2102113,22
107066,5
10006514,25
8032007,6
8008099,6
8038664,24
8091044,12
11307848,23
20009054,24
7003855,29
100841,9
13000541,6
8101208,32
8107410,6
8117171,35
102601,46
8080928,22
8086298,12
8000371,43
8049540,40
8070764,24
8010794,1
8009678,46
8050825,9
8099757,30
20001372,44
8033181,13
8105940,47
8057568,33
20008550,33
11306070,46
8083856,40
7000315,24
8094060,39
103511,6
8015055,6
8066557,22
11305958,9
8038464,6
8048887,6
11309129,6
20005806,6
11301909,6
20008094,44
8075103,41
20009284,12
8018675,6
8012056,48
11303730,17
8112555,34
8030258,16
11300479,30
20007718,12
8094756,12
8051149,0
11300056,6
8116068,20
8017677,14
8070249,12
8053578,24
20010054,12
8083203,3
11306330,6
8011823,20
10352,20
8064924,48
11308443,41
8045766,39
8064127,6
8043979,12
8109815,12
8069522,38
11300680,6
11306262,17
8091716,16
2104539,12
8037043,12
20005313,12
8082333,45
11300632,0
8076298,28
8080570,6
8114752,23
2101509,6
20009833,23
8010999,1
20021996,29
8041981,17
8072095,17
101737,38
8087866,39
8082656,40
100554,23
7001092,9
20009082,20
8074144,4
8003646,6
8075432,10
8037957,6
8003625,14
8050689,33
8060916,9
102245,12
10000320,17
8050131,25
8040285,14
3001018,0
8118034,9
11300558,19
8050545,37
106244,17
8010165,10
103292,18
8106876,25
8080416,4
11301917,1
8023021,12
10001363,6
8000725,1
8057688,6
8055373,13
8019549,6
8112818,19
8081401,38
8059141,8
8085757,6
8105719,41
8112695,1
8007560,48
8089302,17
10001026,6
8016338,32
11300544,30
8037349,6
20005256,6
10004230,6
8104437,6
8014462,6
8095737,3
12000594,41
8095391,32
8043112,16
8109873,6
7002203,8
8108572,6
8067540,30
8003844,39
7003647,23
3000891,12
7000740,6
20005188,17
8106212,6
8071174,1
11178,33
106337,4
8018988,10
8089309,12
8005397,6
8042052,1
20001181,6
8048831,25
8116922,6
8052650,47
8090045,6
8011167,17
8069743,30
8023444,1
8044874,6
8037001,12
8100124,6
502450280,6
8076768,6
8074045,23
8108372,6
10007083,12
8112415,6
101037,6
8113982,6
8068331,16
11303194,6
8078760,46
8073538,46
8009995,24
8038343,35
8023396,35
11438,43
8053575,6
8084656,6
9000350,6
102910,30
1111417,39
8078237,11
8067717,22
8093321,4
20000895,6
8000985,33
102885,14
8085035,6
8101732,33
20021663,6
8095152,20
10569,20
8116887,12
8057311,6
11301343,20
8070051,12
11663,39
11657,6
8078225,10
8021032,13
8076680,35
3002025,27
7002909,6
8000712,17
502451507,12
8023117,27
8039789,27
10001331,14
9001400,48
9001197,21
8052444,22
8038804,6
8105492,20
8048275,30
2104146,45
20001157,41
8111993,12
8015169,1
8041921,17
8064607,12
10504,3
8090981,19
8075345,23
8076865,14
8093386,17
8090600,30
8001669,12
2104493,14
7002105,6
7002533,12
20021596,38
8102021,6
8046428,31
8088505,25
8070107,12
8001244,41
8059641,10
8016033,6
8036183,17
8113351,6
20021920,23
8067572,46
8069593,48
8076526,26
8031530,5
8084525,1
2105149,36
8044244,6
11309199,3
2104437,12
20007389,23
8066807,30
8046617,39
8092870,17
20008198,46
20020922,46
8074990,6
8018775,9
20007957,6
8070502,12
10001793,30
8069172,38
8073667,11
8008471,22
20008562,9
8053547,6
106934,6
8113505,6
8046524,48
8012157,6
8077455,33
10000469,9
8036002,9
8001405,17
8007912,17
8014186,30
8101331,15
8048837,17
8068467,6
20021855,12
8101056,39
8115145,30
8068785,6
8098174,5
8110281,6
8098999,2
8094910,6
8019227,20
3001108,6
8047506,17
8046071,12
103740,6
8000095,6
8081296,6
8006590,8
8030700,6
8033968,39
8089469,18
10003909,6
8084594,17
8095832,6
103253,22
8014371,38
8033069,30
8042125,6
20020550,1
8039221,6
8034655,12
10830,10
8089918,6
8106649,6
8022279,44
104784,27
8006304,25
8056018,10
8052524,1
8086105,6
8030625,6
2105587,19
20009128,38
8065346,33
11302692,6
8084049,6
7001988,3
8075170,4
11120024,17
11303886,47
20012104,12
8112521,6
8053203,36
11302100,6
8056977,35
8094047,29
8043488,25
8012881,17
8107319,25
8115406,17
8094103,12
8011815,6
502450452,12
8030599,34
8011553,6
8038406,6
8086202,1
8021262,32
8114253,25
11306435,22
8041480,6
100007,14
8069639,44
8020690,6
8056324,12
502450582,12
8048005,46
8088416,12
8075396,38
8068497,36
8005271,6
10398,12
2104484,12
8078104,24
8106333,35
8044231,43
8061090,29
10000967,22
8090940,6
8100774,6
11304453,6
8105416,2
2102690,19
8057332,36
10799,6
8014971,12
11305608,9
8083392,6
8003886,1
8006288,25
20010905,20
9001228,0
8083797,12
8038817,45
8069730,39
104959,6
8058186,6
8002079,6
7000845,35
8033104,14
8110760,3
8011356,3
8102447,39
8019084,10
8086401,45
8074403,12
8041526,5
8016145,9
8086043,9
8081899,6
8006718,5
8096428,6
20000481,39
8113972,0
8045732,29
8039807,6
8083698,11
11300717,13
8060583,6
8101510,6
10002176,25
8033320,6
11309328,12
8019081,6
7000223,6
11303860,43
8104417,6
3000439,6
8069717,22
11306526,15
2103735,6
8103161,41
8097016,17
8021925,28
8037504,17
8075715,38
8040238,17
8050990,12
8023203,43
8095859,23
8031340,14
10002819,12
7000436,6
20006045,17
8064966,45
8058650,12
20000430,6
8072906,39
11305919,48
20010739,17
2101313,6
8080247,39
11000182,39
20011223,17
8011087,9
8043474,6
8102828,29
103474,12
8107665,10
8061568,45
2101029,30
11308819,6
11308032,6
2101685,6
10639,6
8004965,0
8010221,6
11303416,30
8059390,6
8084173,24
7002710,9
8034591,36
8083896,4
8034165,6
8015710,6
8115367,43
8070942,4
8049265,18
8036164,46
106825,9
8067577,6
8089318,46
8041898,20
8022064,19
8065907,6
9000755,36
20009104,14
8071252,33
2104714,10
8030725,12
10005658,0
2101990,28
8095067,27
11000321,1
8049346,12
8112776,30
8072368,23
20000504,39
8072974,36
104954,20
8021728,28
8098347,6
8035371,12
8032008,44
8035472,30
11300759,9
8018316,6
8008536,6
105306,12
8112622,17
20010060,17
8061170,6
8099671,11
8006445,35
11096,9
105201,27
8004865,6
8011840,9
8086067,6
8001011,6
8054005,23
8098781,32
8105312,33
8085723,6
8074148,27
8093227,1
104145,10
8058596,9
20011231,27
8008057,26
10002809,25
8097312,1
8053553,17
11305408,35
8095589,29
11307741,35
8064957,6
8032579,6
8031842,11
8082927,6
8067384,12
8035074,16
2103028,6
8098232,6
8103357,6
10003592,16
8096512,6
8014537,6
20022172,20
8102460,6
11301222,12
8036215,22
8109997,29
7001271,6
8116306,12
11302004,46
8043017,23
8050336,24
8053740,34
8037807,12
8003279,44
8109974,6
8047114,6
8039589,48
8017037,25
11000009,1
8006771,46
8014066,17
8108150,6
7002487,19
8034468,6
8087374,9
8041403,10
8118044,6
104029,44
20022183,20
8006011,23
11308913,20
8041801,6
8113105,6
103986,6
8082652,0
8023043,18
8110130,6
8052182,9
8033525,6
8069771,14
8085367,6
8053121,6
8093571,38
20005164,6
100741,22
8012984,47
8117048,5
8064162,6
8058490,7
11120147,16
8011486,12
8110238,33
106792,5
8116340,3
2104886,11
8019249,10
102164,11
8020685,32
8072931,23
8070985,11
8039574,11
2101535,16
8103980,14
8116909,6
20005080,6
8013684,1
11120521,6
7001654,6
8044514,7
8088134,36
8064105,9
11306402,6
2104756,45
11308414,6
8044353,16
11301644,6
8011205,6
8078262,0
8100904,6
8042219,6
8117456,9
8086245,35
8104619,9
7001906,27
20021358,39
8046151,39
8105594,12
8073807,33
8011577,6
8042051,12
11306414,6
11305092,6
11000660,36
8036144,46
7003233,6
11000020,6
104681,27
8104133,13
11307357,9
8002600,17
8103619,26
8006653,12
8106840,12
2101782,10
11120873,6
10002279,6
8041882,33
8020413,6
8071833,11
8057398,6
8014568,27
8066853,6
8055349,6
7001135,6
8100150,4
8016191,35
8087911,26
102769,12
8089567,44
8109303,17
8064465,6
8057662,12
8045852,6
8084939,6
8060665,44
8021332,6
8016074,20
8064300,6
8104791,20
8090232,33
8003069,6
20010841,12
8091215,6
101142,44
11307234,17
8113483,44
7001732,34
8010397,5
8046937,2
103537,22
8061703,17
8030057,38
11308239,27
8048507,6
8066666,6
2101479,7
8058563,20
8080675,25
8021425,24
7000858,35
8043781,6
7000782,6
20020223,12
107138,6
8073454,35
20011099,12
8080898,22
8002176,6
8051823,1
8077538,22
8112149,25
8050366,6
8095321,6
104390,26
11120051,35
9001192,6
8001952,6
8021687,26
7000925,26
8098771,35
8009516,12
8056490,6
11300477,46
8066332,36
8104082,6
8020013,25
10978,6
8055901,12
10004114,12
11305713,43
8004993,47
10000958,25
8084678,12
8078335,18
7000187,46
20009344,18
8067688,31
8115069,0
8082760,44
8003005,25
10869,6
8071576,6
8064491,12
8049866,30
10004397,3
8080770,6
8086637,17
8066915,39
8000991,10
2100781,48
8014318,47
8096851,24
8054393,34
8054774,3
8091266,6
8112904,30
8099097,1
10003217,12
7002323,27
106450,6
12000349,23
8059527,6
8019119,10
8106100,6
20000174,20
11300170,6
1111567,17
8062124,20
8049378,12
100605,38
101022,18
11303817,17
8020329,12
8039209,39
8098872,41
8000836,39
8048163,6
8003828,21
102152,10
8048048,29
8023023,12
8011468,8
8116631,5
8022257,33
8008882,6
3000069,44
8096290,20
20009575,36
8099658,45
8106808,6
8099252,3
8072277,6
8013065,25
8016638,6
8063869,12
8038606,39
8047235,6
8032804,18
8087617,25
8090894,30
10005019,6
8085766,22
11307554,6
8049558,6
8020656,46
8076378,1
8111792,6
8065418,6
8020944,45
11307307,16
8102905,23
8017686,9
10417,6
8071507,38
8007679,1
8044848,6
8092164,45
10000386,43
8064035,9
8093735,6
104083,12
8035282,6
8063190,14
8098393,6
8091927,6
8006858,6
8076637,11
8012780,30
8083899,44
1111636,6
8109630,17
8010545,6
8077323,21
8058583,39
8094386,45
7001848,0
8092152,39
8076157,31
8033184,29
9001093,6
8008480,8
8063740,0
8019746,39
8007158,23
8060695,6
20012293,25
11304775,25
8084508,44
10003145,12
20022083,12
8013927,12
8071929,12
8022237,24
8039428,24
8109874,12
8002137,6
8016248,47
8036755,17
20000717,25
8054854,17
10003367,12
102565,45
8048417,33
8051079,28
20001359,23
